"report-def-0-rfile"
"Iteration" "report-def-0"
("Iteration" "report-def-0")
1 0.02264358470981434
2 0.02750910740615356
3 0.02739167293708559
4 0.02599932392717975
5 0.02453905961999202
6 0.02335169803013353
7 0.0224597451161929
8 0.021822178212311
9 0.02140118422227335
10 0.02113570910131066
11 0.02097510649194981
12 0.02087989388185231
13 0.02082496776946422
14 0.02079365675387857
15 0.02077437105883851
16 0.02076228704155884
17 0.02075274105491534
18 0.02074591270734431
19 0.02074030360908377
20 0.02073589464616168
21 0.02073201343444247
22 0.02072878687956196
23 0.02072597594743339
24 0.02072370251791828
25 0.02072228139070199
26 0.02072086985871578
27 0.02071982384356909
28 0.0207190990571317
29 0.02071866801503356
30 0.02071843484765371
31 0.02071835345764674
32 0.02071835572779227
33 0.02071841103056733
34 0.02071848467579006
35 0.02071856246023409
36 0.0207186273546454
37 0.0207186761026504
38 0.02071870377079353
39 0.02071875522256948
40 0.02071881194253307
41 0.02071883749290005
42 0.02071877759987862
43 0.02071872390392071
44 0.0207186562221727
45 0.0207185979194313
46 0.02071854539390175
47 0.02071850044705641
48 0.02071847907715136
49 0.0207184806934363
50 0.02071849274245474
51 0.02071851006024692
52 0.02071853053951047
53 0.02071855258137105
54 0.02071857510261585
55 0.02071859701511226
56 0.02071861761814415
57 0.02071863629446224
58 0.0207186527343518
59 0.02071866671398628
60 0.02071867818599927
