"report-def-2-rfile"
"Iteration" "report-def-2"
("Iteration" "report-def-2")
1 0.02144612535955596
2 0.07020525376249903
3 0.1165472916931204
4 0.1459983040833526
5 0.1641423416568371
6 0.1755717925226152
7 0.1825366140145969
8 0.1869706022383724
9 0.1897637775581286
10 0.1917190282341226
11 0.1932168219664288
12 0.1943812936306952
13 0.1952820640445864
14 0.1959681347908127
15 0.1964821754514403
16 0.1968608650932644
17 0.1971353358511691
18 0.1973361529897188
19 0.1974815826321785
20 0.1975881473831643
21 0.1976659271109611
22 0.1977230495156168
23 0.1977648116491147
24 0.1977954755488348
25 0.197817106468928
26 0.1978328379129812
27 0.1978446867686129
28 0.1978535205186652
29 0.1978602822642023
30 0.1978655120326579
31 0.1978696736047051
32 0.1978730217483477
33 0.1978757774675612
34 0.1978780514468001
35 0.1978799501723736
36 0.1978815245402589
37 0.1978828343208091
38 0.1978839114282515
39 0.1978848165294189
40 0.1978855790825983
41 0.1978862082283037
42 0.1978867470801318
43 0.1978871725407103
44 0.1978875007856299
45 0.1978877718077447
46 0.1978880112589058
47 0.1978882330387725
48 0.1978884602154851
49 0.1978886982662335
50 0.197888939144275
51 0.1978891768264973
52 0.1978894074752604
53 0.1978896273220777
54 0.1978898340498701
55 0.1978900256440317
56 0.1978902012181276
57 0.1978903602371364
58 0.1978905029433651
59 0.1978906298362782
60 0.1978907419128876
