"report-def-2-rfile"
"Iteration" "report-def-2"
("Iteration" "report-def-2")
1 0.04553473130945179
2 0.1798869073394822
3 0.3226719862561821
4 0.4183702165595029
5 0.4826601580323789
6 0.5246082530033167
7 0.5531438952909559
8 0.5718271665249486
9 0.584644638905216
10 0.5930060691752909
11 0.5989805719312222
12 0.6030741251196228
13 0.6062059589426984
14 0.608388779808672
15 0.6100854075237411
16 0.611286759244127
17 0.6122705910634331
18 0.6130043258815092
19 0.6136269092142108
20 0.6140991399389352
21 0.6144998055436777
22 0.6148021438031898
23 0.6150532016503505
24 0.6152393931463981
25 0.6153818062897787
26 0.6154819905653569
27 0.615562268343656
28 0.6156141340149087
29 0.6156524438552091
30 0.61567405948031
31 0.6156882545796978
32 0.6156933943580463
33 0.6156951491752362
34 0.6156925409085111
35 0.6156889388286634
36 0.6156840985195157
37 0.6156802157394659
38 0.6156759401485583
39 0.6156720736900988
40 0.6156683374185058
41 0.6156652631671684
42 0.6156624460558192
43 0.6156603561132168
44 0.6156589708526815
45 0.6156583891483327
46 0.6156583331474752
47 0.6156588699939203
48 0.6156598044907052
49 0.6156614541064216
50 0.6156636054889091
51 0.6156659609510569
52 0.6156683280090318
53 0.6156706480839499
54 0.6156728393431852
55 0.6156748715876429
56 0.615676695578904
57 0.6156782969441288
58 0.6156796541674571
59 0.6156807699974155
60 0.6156816447321403
61 0.6156822941268871
62 0.615682732433345
63 0.6156829829443063
64 0.6156830672903225
65 0.6156830116834666
66 0.6156828399979793
67 0.6156825772452422
68 0.6156822458153388
69 0.6156818675712201
70 0.6156814614151165
71 0.6156810446326845
